insider,len,mo2_sum,mo2_per_trade,mo2_ratio,mo6_sum,mo6_per_trade,mo6_ratio,year1_sum,year1_per_trade,year1_ratio
enden henchy r,2,-0.2603226700611274,-0.1301613350305637,0,0.09554778874443595,0.047773894372217976,0,2.0541479601431396,1.0270739800715698,0
shufeldt robert charles,1,0.04350414257237211,0.04350414257237211,100,0.11799758410094262,0.11799758410094262,100,-0.19606679266382368,-0.19606679266382368,100
rippel john t,5,0.025662641912510303,0.00513252838250206,80,0.7005397315475744,0.1401079463095149,80,1.0921678405874093,0.21843356811748188,80
singh rajeev,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
lombardi ronald m,3,0.08300984524928018,0.027669948416426726,33,0.4458943613416444,0.14863145378054812,33,0.12363322269570018,0.04121107423190006,33
jones angela y,1,-0.010739874863819748,-0.010739874863819748,0,-0.1360382252690232,-0.1360382252690232,0,0.0,0.0,0
schneider pamela r,1,-0.15448107743610945,-0.15448107743610945,0,0.027122701453588673,0.027122701453588673,0,0.10966985322861508,0.10966985322861508,0
fenwick neal vernon,1,-0.11152412051607609,-0.11152412051607609,0,0.06195787099232239,0.06195787099232239,0,0.13878561684177088,0.13878561684177088,0
elisman boris y,1,-0.11152412051607609,-0.11152412051607609,0,0.06195787099232239,0.06195787099232239,0,0.13878561684177088,0.13878561684177088,0
bernstein roxanne m,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
lombardi ronald m.,1,-0.12260968621970703,-0.12260968621970703,0,0.0,0.0,0,0.0,0.0,0
pasquesi john m,1,0.12056908253727862,0.12056908253727862,100,0.11188809387668897,0.11188809387668897,100,0.0,0.0,100
grandisson marc,1,0.23316913640643,0.23316913640643,100,0.4322659489106189,0.4322659489106189,100,0.6420360836527386,0.6420360836527386,100
posner brian s,3,0.47015625469709854,0.1567187515656995,66,0.8826608274486101,0.29422027581620336,66,1.548778089905104,0.5162593633017013,66
sankaran vivekanan,1,-0.03771046499874064,-0.03771046499874064,0,0.10909083436161043,0.10909083436161043,0,0.9757575352792056,0.9757575352792056,0
fennebresque kim s,1,-0.08432151916420437,-0.08432151916420437,0,0.10079043139249515,0.10079043139249515,0,0.5250328822876925,0.5250328822876925,0
davis steven a,4,-0.4386434994209961,-0.10966087485524903,0,-0.6375082232078746,-0.15937705580196865,0,-0.10480631880250657,-0.026201579700626643,0
allen sharon l,1,-0.08432151916420437,-0.08432151916420437,0,0.10079043139249515,0.10079043139249515,0,0.5250328822876925,0.5250328822876925,0
schumacher alan h,1,-0.06271074241134397,-0.06271074241134397,0,0.11598107364822292,0.11598107364822292,0,0.5354012525222853,0.5354012525222853,0
dimond robert b,1,-0.1255548787847928,-0.1255548787847928,0,0.11477485183276,0.11477485183276,0,0.262523733004097,0.262523733004097,0
pryor juliette williams,1,-0.1255548787847928,-0.1255548787847928,0,0.11477485183276,0.11477485183276,0,0.262523733004097,0.262523733004097,0
theilmann michael t,1,-0.1255548787847928,-0.1255548787847928,0,0.11477485183276,0.11477485183276,0,0.262523733004097,0.262523733004097,0
morris susan,1,-0.1255548787847928,-0.1255548787847928,0,0.11477485183276,0.11477485183276,0,0.262523733004097,0.262523733004097,0
puppala ram kumar,1,0.21345549501845404,0.21345549501845404,100,-0.030292311429795327,-0.030292311429795327,100,0.0,0.0,100
almeida odilon,2,0.21305637479038753,0.10652818739519376,100,-0.06050660380695741,-0.030253301903478705,100,0.7338002718723365,0.36690013593616827,100
