insider,len,mo2_sum,mo2_per_trade,mo2_ratio,mo6_sum,mo6_per_trade,mo6_ratio,year1_sum,year1_per_trade,year1_ratio
jensen tony alan,2,-0.041138867285168385,-0.020569433642584192,50,-0.06420002913293399,-0.032100014566466994,50,0.22224442491258936,0.11112221245629468,50
landis jennifer c,1,0.10718381584581907,0.10718381584581907,100,0.13762061771752387,0.13762061771752387,100,-0.148420873903376,-0.148420873903376,100
pechota gary l,3,0.046889501517175074,0.015629833839058357,66,0.5936065875242977,0.19786886250809924,66,1.048859167297405,0.34961972243246836,66
otting joseph m,3,0.14518258410468263,0.04839419470156087,33,-0.349660589968386,-0.116553529989462,33,-0.31760039583338506,-0.10586679861112835,33
jabbour anthony m,11,0.8351510799305735,0.07592282544823395,63,0.5433665996267495,0.04939696360243177,63,0.1781157919112043,0.01619234471920039,63
rood john d,3,-0.38878049886434635,-0.12959349962144878,33,-0.07000387730272636,-0.023334625767575456,33,-0.011203090795110102,-0.0037343635983700337,33
dumais michael r,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
simonelli lorenzo,3,-0.3768555010285005,-0.1256185003428335,33,0.33164713445159655,0.11054904481719885,33,1.3108352222816078,0.43694507409386923,33
beattie william geoffrey,1,-0.20045047149421324,-0.20045047149421324,0,-0.16666666666666666,-0.16666666666666666,0,0.3783783348395588,0.3783783348395588,0
worrell brian,1,-0.20045047149421324,-0.20045047149421324,0,-0.16666666666666666,-0.16666666666666666,0,0.3783783348395588,0.3783783348395588,0
rubenstein william s esq,3,-0.03299337817452412,-0.010997792724841374,66,-0.30594044568780043,-0.10198014856260014,66,-0.568166454422042,-0.18938881814068068,66
digiacomo john n,1,-0.1815222896665731,-0.1815222896665731,0,-0.08637949591553262,-0.08637949591553262,0,-0.20505755904638678,-0.20505755904638678,0
ryan owen,1,-0.09394299656471754,-0.09394299656471754,0,-0.023124453056318786,-0.023124453056318786,0,0.0,0.0,0
horlock phil,1,-0.025967696747078092,-0.025967696747078092,0,0.009799155533301598,0.009799155533301598,0,0.0,0.0,0
asp bb holdings llc,1,0.3078307994580795,0.3078307994580795,100,0.5346534440991894,0.5346534440991894,100,0.6111611315642259,0.6111611315642259,100
hennessy capital partners i l l c,1,0.29924647409973504,0.29924647409973504,100,0.24650161154535172,0.24650161154535172,100,0.0990312249808059,0.0990312249808059,100
hennessy capital llc,1,0.29924647409973504,0.29924647409973504,100,0.24650161154535172,0.24650161154535172,100,0.0990312249808059,0.0990312249808059,100
lucier gregory t,9,-0.6834530626600714,-0.07593922918445238,33,-0.31887543805291324,-0.03543060422810147,33,-0.017839206665117735,-0.0019821340739019705,33
chiminski john r,1,-0.121093730354914,-0.121093730354914,0,0.0,0.0,0,0.0,0.0,0
hopfield jessica,5,-0.3084074624006472,-0.06168149248012944,40,0.7507422966235178,0.15014845932470355,40,-0.42082502603397787,-0.08416500520679557,40
rothman james e,1,-0.5914460266935586,-0.5914460266935586,0,-0.8466395021625682,-0.8466395021625682,0,0.0,0.0,0
rothman james,1,-0.5914460266935586,-0.5914460266935586,0,-0.8466395021625682,-0.8466395021625682,0,0.0,0.0,0
ford william e,4,-0.4583216976438678,-0.11458042441096696,0,-0.09646364833438631,-0.024115912083596577,0,-0.15363456700189534,-0.038408641750473836,0
scarlett gregg d,2,0.10680654690721574,0.05340327345360787,100,0.7226355775318003,0.36131778876590015,100,2.186477543102023,1.0932387715510115,100
deno david j,1,0.5046729596694689,0.5046729596694689,100,0.714018736402899,0.714018736402899,100,1.542990613972862,1.542990613972862,100
levy tara walpert,1,-0.1334568661236586,-0.1334568661236586,0,0.5625579860943855,0.5625579860943855,0,1.6700648348282923,1.6700648348282923,0
scarlett gregg,1,0.04900941184051781,0.04900941184051781,100,-0.015641352431481632,-0.015641352431481632,100,0.0,0.0,100
fares wassim md,1,-0.10474303141593591,-0.10474303141593591,0,-0.315217400523145,-0.315217400523145,0,-0.6047430785342327,-0.6047430785342327,0
wang theodore t,6,0.06796306021002226,0.011327176701670376,50,-0.269117474890307,-0.044852912481717834,50,0.46576508126187455,0.07762751354364576,50
tenenbaum fabian,2,0.42177411860669406,0.21088705930334703,100,1.2970430601705392,0.6485215300852696,100,3.5014787259583455,1.7507393629791728,100
peacock jonathan m,9,0.4932585992243979,0.0548065110249331,55,-0.6734986481200479,-0.07483318312444977,55,-0.16867621338569672,-0.018741801487299634,55
amin naseem md,3,0.717488334066969,0.239162778022323,66,2.0611717014849305,0.6870572338283102,66,2.348063691143677,0.7826878970478924,66
venrock associates iv l p,5,0.3216720392628135,0.0643344078525627,40,-1.1346591198139326,-0.22693182396278652,40,-1.9340547096071692,-0.38681094192143384,40
luehring jens,3,0.627986162132053,0.20932872071068434,100,1.2120374021154894,0.4040124673718298,100,1.7383774947346367,0.5794591649115456,100
linde north america inc,2,0.4387004210850685,0.21935021054253426,100,-0.05581975290586738,-0.02790987645293369,100,-0.9937655773093302,-0.4968827886546651,100
meglasson martin d,2,-0.056127119511962906,-0.028063559755981453,50,-1.1239690084470317,-0.5619845042235159,50,-1.606960602574,-0.803480301287,50
arch venture partners,2,-0.22323236017578507,-0.11161618008789254,50,-0.7522438851512572,-0.3761219425756286,50,-0.7759956534104552,-0.3879978267052276,50
new mountain investments ii l l c,1,0.0795454070056114,0.0795454070056114,100,-0.4783549793081582,-0.4783549793081582,100,-0.7543290206522086,-0.7543290206522086,100
weinstein adam,1,0.0795454070056114,0.0795454070056114,100,-0.4783549793081582,-0.4783549793081582,100,-0.7543290206522086,-0.7543290206522086,100
arch venture fund vi l p,1,0.0795454070056114,0.0795454070056114,100,-0.4783549793081582,-0.4783549793081582,100,-0.7543290206522086,-0.7543290206522086,100
naidu manesh,1,0.0795454070056114,0.0795454070056114,100,-0.4783549793081582,-0.4783549793081582,100,-0.7543290206522086,-0.7543290206522086,100
tasse daniel,1,0.0795454070056114,0.0795454070056114,100,-0.4783549793081582,-0.4783549793081582,100,-0.7543290206522086,-0.7543290206522086,100
holt matthew s,1,0.0795454070056114,0.0795454070056114,100,-0.4783549793081582,-0.4783549793081582,100,-0.7543290206522086,-0.7543290206522086,100
heyrman reinilde,1,0.0795454070056114,0.0795454070056114,100,-0.4783549793081582,-0.4783549793081582,100,-0.7543290206522086,-0.7543290206522086,100
barlow steven i,1,0.040828434889492844,0.040828434889492844,100,0.09023666585519702,0.09023666585519702,100,-0.019526623145258597,-0.019526623145258597,100
hale james c iii,1,-0.1145833232649813,-0.1145833232649813,0,0.08445945837098898,0.08445945837098898,0,-0.08445945837098898,-0.08445945837098898,0
murphy leslie e,1,-0.023003173511326542,-0.023003173511326542,0,0.17795526615314097,0.17795526615314097,0,0.1418531166016482,0.1418531166016482,0
mcdevitt william h jr,1,-0.17302125236826205,-0.17302125236826205,0,-0.16355507528284732,-0.16355507528284732,0,0.0086774084051335,0.0086774084051335,0
bienaime jeanjacques,6,0.514653593013235,0.08577559883553916,66,1.8221652933492467,0.3036942155582078,66,-0.7211973312505424,-0.12019955520842374,66
pyott david e i,1,-0.05907984983301961,-0.05907984983301961,0,-0.024862264151681322,-0.024862264151681322,0,0.07996921647300018,0.07996921647300018,0
hodari aaron,1,-0.1884199412839826,-0.1884199412839826,0,-0.07360157319768883,-0.07360157319768883,0,-0.367026489217724,-0.367026489217724,0
dunklau andrew j,1,-0.23133823852440222,-0.23133823852440222,0,-0.2051109760731642,-0.2051109760731642,0,-0.39340951397562585,-0.39340951397562585,0
paliwal dinesh c,2,0.49749588480626095,0.24874794240313047,100,0.7147621969932144,0.3573810984966072,100,0.8808721629641147,0.4404360814820574,100
bonney michael w,3,0.1909840455850731,0.0636613485283577,100,-0.13695777859358665,-0.045652592864528885,100,0.03468152008795061,0.011560506695983538,100
bertolini robert j,1,0.14050893267072187,0.14050893267072187,100,0.4174735640447817,0.4174735640447817,100,0.3208736782022391,0.3208736782022391,100
samuels theodore r ii,5,0.17841609111029685,0.035683218222059374,60,0.5843596374472222,0.11687192748944444,60,0.27295704712278845,0.05459140942455769,60
indaba capital management l p,4,-0.5724137205867913,-0.14310343014669782,0,0.0,0.0,0,0.0,0.0,0
august raymond alexander,1,-0.1623226711640912,-0.1623226711640912,0,-0.21774993394129782,-0.21774993394129782,0,-0.6994391350315385,-0.6994391350315385,0
jenkins shawn a,1,0.054734274642497874,0.054734274642497874,100,0.370355505238198,0.370355505238198,100,0.6899719567178944,0.6899719567178944,100
napier a lanham,1,0.14800757351308785,0.14800757351308785,100,0.14421249267733763,0.14421249267733763,100,-0.0815939122354712,-0.0815939122354712,100
swad stephen m,3,0.15612872568600333,0.05204290856200111,66,-0.1776854778728284,-0.05922849262427613,66,-0.40716286997290274,-0.13572095665763426,66
"indaba capital management, l.p",9,-1.664095617510202,-0.1848995130566891,0,0.0,0.0,0,0.0,0.0,0
hawkes laurie a,1,0.061398071409738124,0.061398071409738124,100,0.12401209201002998,0.12401209201002998,100,0.5525835702735613,0.5525835702735613,100
duckles kristen,1,0.061398071409738124,0.061398071409738124,100,0.12401209201002998,0.12401209201002998,100,0.5525835702735613,0.5525835702735613,100
pickney roderick,1,0.061398071409738124,0.061398071409738124,100,0.12401209201002998,0.12401209201002998,100,0.5525835702735613,0.5525835702735613,100
